CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT
C7602,4482.51,1.0,2424.36,1687.66,757.26,189.63,0.359633,0.086599,0.132898,0.16563,4,15,8598.45,6211.58,397.33,0.303428
C7603,1516.99,1.0,162.11,95.31,197.38,343.41,0.298616,0.228815,0.151146,0.093424,4,21,3354.1,1264.99,128.06,0.31462
C7604,682.34,1.0,49.23,27.38,97.03,13186.78,0.458785,0.200936,0.32439,0.377796,2,10,2110.3,861.16,90.07,0.273733
C7605,1228.19,1.0,157.62,98.07,0.0,16.66,0.646688,0.400713,0.382245,0.105411,5,17,4642.65,859.61,116.44,0.560436
C7606,851.52,1.0,81.8,48.59,187.53,7484.69,0.258928,0.10931,0.088227,0.038456,2,14,2684.35,1272.16,132.65,0.240725
C7607,10700.03,1.0,4.95,2.53,66.44,99651.45,0.21927,0.135158,0.119556,0.175947,4,27,21602.03,6249.28,887.23,0.244101
C7608,3191.16,1.0,249.08,101.59,0.0,132.93,0.537142,0.220812,0.236383,0.19743,5,18,7456.74,2717.81,297.66,0.156269
C7609,58702.3,1.0,172.73,71.6,184.44,4.68,0.331105,0.150474,0.200662,0.197412,2,15,161668.39,38980.99,4584.71,0.128041
C7610,1258.37,1.0,7912.25,4092.02,3989.89,29.92,0.351387,0.080802,0.249469,0.136306,2,24,2420.3,4104.95,417.89,0.084181
C7611,2729.45,1.0,598.13,387.69,0.0,89.43,0.201737,0.045392,0.12012,0.21312,3,11,8944.11,3736.59,329.41,0.112864
C7612,6512.33,1.0,56.54,27.89,0.0,69.78,0.258199,0.131398,0.190012,0.088873,5,15,21899.08,7332.97,1079.33,0.381194
C7613,637.28,1.0,15.42,8.48,0.0,93.46,0.432564,0.34125,0.154913,0.044564,2,16,1801.22,438.02,50.12,0.216228
C7614,1945.28,1.0,280.18,137.67,13.7,17.19,0.512185,0.213652,0.343593,0.113462,3,18,5828.1,1538.25,161.37,0.219485
C7615,4115.36,1.0,18.48,10.16,232.6,425.78,0.038087,0.010341,0.03231,0.159129,0,15,8855.81,3442.65,339.25,0.239486
C7616,35338.67,1.0,1683.92,1055.01,498.86,12960.35,0.391502,0.096679,0.252998,0.080449,5,18,78578.45,31520.27,2433.07,0.089831
C7617,2096.18,1.0,31.47,21.74,379.99,4.8,0.380543,0.195194,0.316866,0.125582,5,9,4040.16,1544.74,120.76,0.23474
C7618,12316.22,1.0,1618.54,823.28,742.78,100.66,0.098041,0.065218,0.031102,0.29478,1,18,34839.29,8697.22,625.03,0.583546
C7619,519.46,1.0,19401.88,10735.85,8890.21,263.35,0.117481,0.077479,0.070055,0.025854,4,14,1245.59,10494.96,1179.94,0.61215
C7620,778.94,1.0,12065.61,7071.5,4927.43,2066.02,0.067532,0.037477,0.060633,0.124281,3,14,1647.32,9217.31,1251.74,0.165344
C7621,874.45,1.0,1008.04,571.45,397.68,7053.07,0.133051,0.053748,0.082403,0.104714,4,16,1422.85,1788.07,171.05,0.433074
C7622,30820.16,1.0,339.55,229.5,133.14,9036.18,0.235284,0.179126,0.205548,0.496469,2,15,88136.63,34218.19,2571.61,0.202605
C7623,8346.15,1.0,100.81,59.5,119.22,12.12,0.205325,0.121148,0.165334,0.189619,2,14,14126.33,12152.84,731.2,0.123689
C7624,3725.2,1.0,950.51,235.47,725.04,35.18,0.239696,0.083108,0.19686,0.208176,1,15,12334.13,3414.01,209.37,0.448143
C7625,9046.76,1.0,16252.22,3429.37,12825.48,122.06,0.252985,0.132131,0.118056,0.020588,3,16,27022.94,19700.0,2629.08,0.220825
C7626,200.07,1.0,5.12,2.12,180.49,22712.61,0.524796,0.2253,0.452079,0.281617,3,19,483.75,126.66,13.34,0.250119
C7627,1191.46,1.0,39.07,25.11,0.0,5483.3,0.301443,0.194199,0.192729,0.430117,1,22,3745.48,1645.51,105.27,0.369475
C7628,2887.96,1.0,199.95,41.71,0.0,32.41,0.25518,0.067453,0.206872,0.177425,2,18,8654.05,3940.59,268.95,0.102855
C7629,418.82,1.0,294.33,90.26,302.58,62.04,0.660594,0.255748,0.470953,0.129798,5,17,1161.36,718.02,101.58,0.387118
C7630,101.13,1.0,30841.03,20760.87,10104.33,19.6,0.116546,0.064654,0.092109,0.159514,1,22,387.94,18595.36,2240.19,0.253774
C7631,303.68,1.0,521.06,216.96,192.26,143.23,0.386639,0.15111,0.190591,0.232118,1,19,1186.79,754.82,61.81,0.545329
C7632,3165.51,1.0,700.74,235.17,288.42,250.34,0.062633,0.040064,0.033987,0.239197,2,13,11038.88,3547.22,339.47,0.294584
C7633,5133.14,1.0,179.99,97.58,381.6,13.84,0.179332,0.044316,0.15415,0.101428,3,16,18714.13,3122.73,173.65,0.141655
C7634,1759.63,1.0,103.59,67.9,13.02,5536.48,0.359444,0.143606,0.141163,0.25078,2,16,4442.11,1931.99,243.07,0.321684
C7635,324.0,1.0,31207.95,17095.86,14128.88,3861.45,0.092754,0.03047,0.074699,0.082329,3,15,1264.64,20318.9,2776.72,0.269026
C7636,663.47,1.0,13.42,8.09,300.81,8218.07,0.29213,0.074438,0.121099,0.123679,4,21,1718.64,749.31,93.43,0.223922
C7637,1973.04,1.0,18.41,4.1,108.16,78.64,0.252271,0.185183,0.080185,0.389614,3,21,7083.73,1090.92,119.77,0.164688
C7638,1492.14,1.0,33354.37,21416.54,12100.35,23511.73,0.267155,0.092338,0.198662,0.234633,3,11,5739.16,24476.95,2495.84,0.032587
C7639,278513.11,1.0,232.59,98.42,150.8,417.23,0.561949,0.350517,0.281997,0.075883,0,15,934741.27,321140.32,46460.3,0.255955
C7640,3428.3,1.0,2704.46,1460.86,1382.53,4904.98,0.177514,0.063442,0.136052,0.051439,1,10,6315.53,5757.53,769.03,0.115659
C7641,1076.99,1.0,107.76,41.11,198.32,25.17,0.140397,0.044373,0.111174,0.122317,3,10,3945.87,1587.33,80.68,0.330715
C7642,3088.37,1.0,4471.94,1990.87,2509.3,75.94,0.191825,0.136444,0.086163,0.106154,3,18,5533.59,6267.09,858.74,0.302139
C7643,39498.34,1.0,62.11,33.99,35.73,49.58,0.248221,0.154387,0.095797,0.23645,0,27,149232.13,25704.17,3495.98,0.348805
C7644,769.26,1.0,30.05,7.45,0.0,3.86,0.497363,0.275131,0.182149,0.276433,4,18,3012.36,503.95,50.54,0.431774
C7645,3623.45,1.0,51.7,20.37,401.73,25.86,0.122712,0.047552,0.098523,0.054405,5,17,12014.36,3741.5,469.69,0.149121
C7646,5383.34,1.0,8740.67,5819.15,3043.87,46.68,0.148445,0.092678,0.073825,0.079216,6,14,19525.26,8005.8,542.57,0.276043
C7647,1559.08,1.0,742.83,488.42,626.04,98.65,0.39411,0.242755,0.286317,0.273316,5,9,2622.59,2035.34,125.64,0.459176
C7648,1879.14,1.0,28.11,7.4,309.48,37.41,0.05999,0.03521,0.045506,0.236986,4,24,4085.97,1080.15,96.1,0.331907
C7649,86.34,1.0,692.21,363.8,372.28,50.34,0.177121,0.072756,0.067846,0.086371,5,9,272.82,521.24,48.35,0.289756
C7650,7204.72,1.0,42.43,17.75,95.77,2928.25,0.157827,0.065954,0.080841,0.148652,1,13,26336.95,5488.14,620.27,0.185629
C7651,1717.52,1.0,875.42,322.25,440.85,318.44,0.247523,0.075507,0.212485,0.208198,4,13,6438.93,1695.51,236.71,0.718245
C7652,2076.72,1.0,445.11,187.99,214.04,3.28,0.48478,0.26128,0.411295,0.1151,3,9,5595.79,3163.04,285.04,0.17477
C7653,563.1,1.0,546.75,338.94,385.07,256.93,0.093349,0.053949,0.070413,0.113742,6,11,1277.86,895.91,91.43,0.241495
C7654,22928.12,1.0,296.26,67.78,0.0,517.75,0.385105,0.239531,0.283373,0.127741,4,19,55398.71,19827.4,2470.98,0.28715
C7655,158.24,1.0,167.19,82.73,0.0,125.8,0.090375,0.063325,0.074102,0.297302,4,14,400.95,235.44,31.2,0.557208
C7656,221.85,1.0,1285.56,503.72,630.39,62630.04,0.233886,0.054652,0.079434,0.261508,1,16,657.94,1075.69,145.04,0.351972
C7657,2281.67,1.0,63.96,37.01,196.53,58.17,0.296228,0.128774,0.180163,0.001395,6,18,7506.86,3093.99,203.0,0.343639
C7658,2263.54,1.0,7.54,4.61,0.0,50.18,0.217426,0.141361,0.067311,0.053212,4,17,3625.35,3024.25,262.45,0.397502
C7659,278.44,1.0,4625.98,1745.17,2760.03,546.64,0.621119,0.314807,0.257508,0.070731,5,20,892.28,2939.64,382.38,0.095468
C7660,6371.68,1.0,10982.83,4721.82,6427.61,8.62,0.311452,0.211173,0.187414,0.243116,5,13,21024.92,9992.53,1028.48,0.216035
C7661,689.72,1.0,2126.61,861.78,1511.9,54.57,0.256273,0.201585,0.128462,0.437482,2,15,2205.92,1978.89,163.04,0.514776
C7662,2369.07,1.0,3288.16,1384.31,2117.6,22.41,0.205033,0.071224,0.067688,0.083572,2,15,8471.8,4106.51,335.7,0.251112
C7663,2429.15,1.0,1522.15,941.26,383.03,327.92,0.244148,0.180903,0.162794,0.048831,5,10,9673.08,2000.75,160.8,0.097055
C7664,3878.69,1.0,473.4,210.02,334.14,74.01,0.046195,0.012226,0.019081,0.132256,2,11,9296.49,3094.58,365.91,0.205029
C7665,3228.82,1.0,62.05,14.93,114.45,2606.59,0.271473,0.069679,0.169067,0.119952,3,12,6128.65,2246.0,248.92,0.27618
C7666,861.51,1.0,31.86,19.82,857.47,34.44,0.58221,0.434951,0.353227,0.436696,5,17,3098.72,1285.89,175.19,0.330896
C7667,1427.86,1.0,6893.14,3219.19,3418.48,387.38,0.478184,0.149575,0.410535,0.012821,4,10,2298.41,4676.06,255.35,0.458329
C7668,1642.43,1.0,27.81,7.27,0.0,14.76,0.343829,0.140091,0.283428,0.030662,1,14,3204.55,2415.13,295.35,0.054507
C7669,5007.03,1.0,32.13,11.16,0.0,16.7,0.369456,0.098719,0.210521,0.284294,3,18,19584.24,6644.7,396.04,0.723809
C7670,291.06,1.0,47.37,24.07,0.0,413.6,0.316779,0.170877,0.216122,0.119571,4,11,1090.28,205.17,18.86,0.228609
C7671,3224.06,1.0,143.99,77.38,0.0,86.17,0.190007,0.041707,0.058893,0.091383,5,14,7872.13,2204.04,248.51,0.141739
C7672,2192.74,1.0,47.48,31.32,53.88,103.78,0.27813,0.188922,0.194574,0.040907,3,22,7922.92,1217.73,126.68,0.065471
C7673,12356.75,1.0,53.77,31.08,185.76,4694.53,0.227982,0.101024,0.175257,0.056161,1,11,23764.05,9869.69,1154.43,0.488676
C7674,777.25,1.0,3992.54,1627.15,2311.15,80.27,0.665401,0.178048,0.302877,0.217875,3,20,2919.03,3227.33,220.42,0.19203
C7675,22141.86,1.0,129.02,75.81,0.0,137.1,0.382723,0.246132,0.225112,0.005361,1,19,56699.86,19913.56,2622.98,0.395414
C7676,1529.07,1.0,10078.89,5852.63,4201.82,76.71,0.0894,0.057429,0.035123,0.243206,7,16,3299.15,9210.52,1144.67,0.318409
C7677,12.79,1.0,1395.64,871.49,632.63,31.29,0.522797,0.207545,0.38994,0.110863,4,19,46.03,684.88,87.11,0.462584
C7678,2611.17,1.0,803.05,340.22,348.14,29.36,0.269331,0.161431,0.176992,0.195887,4,17,5525.77,2730.41,145.09,0.127221
C7679,989.81,1.0,329.68,143.05,0.0,15960.96,0.372205,0.20065,0.275739,0.241246,0,16,2186.49,1010.71,90.32,0.176673
C7680,1555.04,1.0,212.78,75.39,158.4,1456.79,0.126452,0.072718,0.094526,0.04575,4,14,4436.4,1190.45,73.17,0.419067
C7681,3272.1,1.0,3920.98,1052.11,2807.91,1025.19,0.534363,0.237962,0.18549,0.053243,2,20,9210.2,5276.66,506.93,0.444994
C7682,8535.98,1.0,8.72,2.78,2.64,171.95,0.341987,0.256728,0.276493,0.136426,4,16,20323.87,5301.39,537.92,0.209701
C7683,117434.34,1.0,21656.67,12818.74,8774.68,13955.25,0.627992,0.157302,0.480565,0.197269,1,14,351277.7,172946.85,20284.25,0.358971
C7684,331.64,1.0,453.71,150.5,188.82,2570.83,0.237135,0.077372,0.109636,0.095002,2,9,676.16,437.75,40.17,0.369942
C7685,10929.52,1.0,14865.65,6282.48,8457.68,23.66,0.186315,0.060204,0.110001,0.030989,3,17,23461.29,20301.13,2555.89,0.110714
C7686,3119.43,1.0,2069.02,457.33,1584.68,11224.23,0.067931,0.043024,0.021247,0.014781,3,16,7398.64,3936.04,542.57,0.014887
C7687,216.92,1.0,33.32,15.01,0.0,6508.45,0.336507,0.079194,0.296803,0.242469,5,20,584.88,339.53,18.43,0.293546
C7688,6397.26,1.0,102.03,50.32,0.0,56.98,0.205793,0.146733,0.111543,0.205152,3,11,20086.74,5459.11,347.75,0.407897
C7689,22022.84,1.0,1679.73,457.99,1253.95,2527.96,0.345021,0.227135,0.298997,0.152851,4,14,54822.61,30076.64,2466.53,0.291027
C7690,662.35,1.0,808.95,269.37,826.25,3865.78,0.197978,0.097574,0.162996,0.048752,4,14,1890.93,1131.26,97.63,0.356771
C7691,937.11,1.0,389.71,104.18,95.59,13.04,0.372717,0.167273,0.246421,0.076889,2,20,3640.7,1484.51,149.86,0.26973
C7692,32676.08,1.0,25.68,7.39,0.0,6.63,0.248425,0.121613,0.165517,0.334976,4,14,64182.31,16537.1,885.14,0.131556
C7693,1847.33,1.0,2378.91,1640.46,947.32,348.75,0.339091,0.218867,0.277191,0.140454,6,9,3531.26,3042.75,297.22,0.744475
C7694,1510.78,1.0,23.14,12.47,0.0,28.39,0.167356,0.091231,0.146902,0.018178,0,21,4487.99,1946.4,229.3,0.66539
C7695,114.59,1.0,1350.46,618.37,839.81,1.12,0.053714,0.012093,0.040999,0.248726,3,18,446.31,846.86,120.6,0.303842
C7696,741.54,1.0,1113.51,610.75,275.7,17.16,0.662619,0.512217,0.407901,0.152342,4,13,2498.74,1236.88,104.24,0.159347
C7697,611.46,1.0,0.48,0.25,387.94,29.75,0.135993,0.035597,0.080333,0.248838,3,21,1310.08,703.15,104.82,0.307353
C7698,18373.67,1.0,3398.08,1488.82,1726.05,41.63,0.347835,0.156425,0.146553,0.096367,3,11,63678.88,23290.81,1966.92,0.213752
C7699,263.79,1.0,1139.3,376.01,894.96,178.74,0.272949,0.216148,0.134563,0.434442,1,14,609.3,1014.89,56.85,0.465186
C7700,2382.87,1.0,1033.02,413.63,834.56,15919.55,0.133156,0.094066,0.11384,0.093345,3,17,5534.41,3200.42,210.55,0.65765
C7701,1559.52,1.0,761.79,261.76,750.68,617.51,0.334973,0.131803,0.178288,0.351329,2,8,3403.61,1490.67,161.55,0.22146
C7702,327.91,1.0,18.75,7.88,311.53,5859.46,0.473202,0.251027,0.274421,0.214097,2,11,974.75,316.9,24.92,0.296356
C7703,72322.17,1.0,136.11,56.96,203.08,1003.45,0.50822,0.379277,0.184571,0.185718,5,12,108539.32,68773.25,6369.45,0.459223
C7704,17917.74,1.0,2239.44,1545.77,561.05,218.42,0.282505,0.161936,0.177834,0.07421,2,12,27802.25,12891.83,1778.19,0.371957
C7705,2129.56,1.0,796.38,212.98,960.83,730.6,0.127128,0.054058,0.068882,0.09076,3,17,7129.27,2929.31,351.12,0.079284
C7706,33365.38,1.0,2571.4,1504.05,874.85,236.46,0.053713,0.020744,0.027878,0.212772,5,9,54978.69,32569.39,4234.77,0.156296
C7707,243.58,1.0,7.8,4.53,131.24,445.32,0.47492,0.180532,0.384147,0.306138,3,21,821.71,161.34,10.67,0.146514
C7708,5153.3,1.0,31.82,14.84,0.0,370.02,0.255803,0.085336,0.09058,0.222308,4,10,11515.31,3638.62,368.37,0.687297
C7709,60.4,1.0,176806.46,103012.36,73525.46,67.64,0.332853,0.264049,0.111286,0.104435,4,13,210.85,86646.93,9650.74,0.191502
C7710,201.78,1.0,234.51,130.33,15.98,6.44,0.157679,0.098863,0.081717,0.161822,1,14,618.77,314.48,41.27,0.05667
C7711,231.83,1.0,949.7,537.32,484.35,4.82,0.293658,0.063455,0.125898,0.295583,4,10,795.3,679.33,53.8,0.217479
C7712,4859.82,1.0,1411.74,702.13,735.82,24.41,0.493012,0.366202,0.274767,0.250026,5,14,12879.4,3252.78,398.51,0.180779
C7713,960.87,1.0,557.71,167.52,492.18,25.96,0.107543,0.033947,0.091534,0.012989,4,20,3483.79,1209.9,60.73,0.29909
C7714,3157.47,1.0,535.08,365.11,136.09,39.53,0.245841,0.19271,0.157802,0.074366,2,16,7121.01,4770.9,240.87,0.413663
C7715,1317.5,1.0,582.36,304.87,163.17,10123.26,0.103541,0.06611,0.050885,0.21088,8,13,2908.97,1987.07,104.11,0.241061
C7716,739.37,1.0,793.55,544.84,123.03,1968.32,0.655815,0.165074,0.380412,0.06132,0,11,1143.18,783.33,91.87,0.070865
C7717,700.33,1.0,49.57,11.45,143.81,19477.0,0.224523,0.154034,0.104983,0.070149,1,18,1413.13,739.32,73.87,0.087436
C7718,4561.85,1.0,1346.04,604.0,786.0,193.28,0.413293,0.216029,0.147903,0.142035,2,14,10628.86,4788.27,471.32,0.43526
C7719,7163.65,1.0,1743.91,1046.43,734.21,10.66,0.292583,0.114471,0.143264,0.143159,3,12,25376.13,6244.9,896.19,0.304842
C7720,247.33,1.0,362.03,156.02,182.79,160.76,0.571648,0.235572,0.394603,0.189377,3,15,451.81,368.73,27.01,0.244782
C7721,13210.19,1.0,44.61,19.41,0.0,53.45,0.104424,0.045622,0.041655,0.020532,2,10,37468.78,17800.59,1211.71,0.364463
C7722,240.66,1.0,19.2,4.34,66.31,2767.19,0.218809,0.156546,0.159066,0.038659,0,12,526.34,292.93,22.98,0.144261
C7723,466.33,1.0,609.97,266.33,647.8,5954.9,0.663614,0.478995,0.594917,0.073436,4,18,1389.16,911.14,98.34,0.595238
C7724,6131.86,1.0,43.02,27.93,194.58,5.98,0.384363,0.081221,0.233336,0.14271,2,12,24520.38,6008.71,520.55,0.190743
C7725,154.61,1.0,1452.01,982.49,822.17,1702.52,0.219158,0.135387,0.182311,0.128801,2,15,544.76,870.98,130.04,0.404891
C7726,1051.81,1.0,63.7,24.21,0.0,2063.49,0.814798,0.38677,0.6456,0.188374,2,7,2140.11,1056.09,91.21,0.464046
C7727,2035.45,1.0,28.27,9.64,0.0,5128.52,0.156017,0.115758,0.126929,0.182811,3,17,7764.27,2675.1,391.46,0.467158
C7728,26373.03,1.0,847.94,433.74,771.03,1522.1,0.170957,0.124359,0.113736,0.07793,2,11,62234.05,21830.55,3140.56,0.413165
C7729,2031.82,1.0,2593.62,1658.83,877.49,1.09,0.064222,0.044697,0.048284,0.09759,4,4,6366.29,3430.75,507.61,0.035389
C7730,1478.79,1.0,6777.67,4713.48,2172.9,724.18,0.464,0.108314,0.20324,0.182487,1,18,5703.48,5173.46,279.36,0.317329
C7731,651.15,1.0,2132.29,1042.23,1219.48,525.81,0.28234,0.088004,0.164461,0.080381,2,12,2370.59,1546.35,151.67,0.353905
C7732,7010.32,1.0,151.59,97.51,229.4,111.22,0.344443,0.180164,0.211978,0.036405,2,15,18438.74,8128.87,603.07,0.287807
C7733,3903.91,1.0,341.67,168.77,187.66,1766.45,0.190207,0.100789,0.082503,0.18272,5,17,7011.01,2216.34,197.01,0.419963
C7734,2249.94,1.0,24.52,7.97,0.0,41.48,0.55665,0.357784,0.47894,0.30174,5,10,6041.56,3135.94,266.17,0.368017
C7735,6727.08,1.0,171.61,75.73,248.89,14.16,0.214305,0.063484,0.087246,0.212794,5,15,20736.9,3948.14,538.12,0.35319
C7736,1054.48,1.0,2602.22,1662.56,1035.02,313.86,0.474051,0.217773,0.365867,0.184991,5,14,2179.28,2140.22,296.26,0.526657
C7737,1769.46,1.0,415.2,245.76,168.39,16.67,0.295546,0.173959,0.159613,0.183719,2,13,3199.33,1730.59,90.65,0.127773
C7738,4367.66,1.0,1242.1,784.45,326.85,154.48,0.09609,0.068317,0.029557,0.136314,4,8,17092.27,4276.94,441.01,0.403297
C7739,742.97,1.0,29.77,15.71,0.0,1726.14,0.397853,0.092023,0.278482,0.07209,6,15,2621.38,482.04,42.65,0.350513
C7740,920.37,1.0,9.81,5.68,0.0,104.14,0.566686,0.422983,0.182004,0.114047,2,10,2717.86,672.8,51.11,0.429738
C7741,7380.09,1.0,236.73,71.75,0.0,6.65,0.016514,0.005235,0.01343,0.287625,1,15,21668.28,7059.19,647.48,0.106158
C7742,1818.16,1.0,104.89,44.12,71.57,269.07,0.539962,0.385947,0.190184,0.023452,2,19,6156.26,2273.65,142.98,0.202038
C7743,10718.35,1.0,306.09,174.11,439.57,102.95,0.244986,0.155545,0.176313,0.033735,3,17,36135.73,13473.51,1368.85,0.249549
C7744,5024.6,1.0,867.79,277.01,913.07,127.83,0.482557,0.153833,0.338967,0.066593,3,15,9772.18,4221.46,281.44,0.456989
C7745,110.66,1.0,1627.7,1073.0,559.68,530.74,0.117179,0.072187,0.050882,0.025591,1,13,252.75,1279.57,116.06,0.41167
C7746,747.5,1.0,133.34,27.62,462.89,8782.44,0.211502,0.145269,0.102904,0.125196,5,10,2327.04,718.99,71.76,0.326076
C7747,1052.8,1.0,834.87,267.43,423.23,133.15,0.375132,0.292506,0.272423,0.188355,3,16,3564.5,1083.16,85.01,0.353625
C7748,670.2,1.0,142.73,76.87,193.21,11.58,0.422664,0.33264,0.366977,0.059957,2,13,1091.25,408.81,57.19,0.27701
C7749,852.97,1.0,212.42,76.99,156.92,153.83,0.032366,0.016952,0.025942,0.048029,5,9,2790.53,868.07,111.31,0.141887
C7750,6694.52,1.0,1476.09,382.86,1098.06,13.55,0.10311,0.020835,0.071365,0.070043,3,15,10285.34,5157.29,530.17,0.205811
C7751,36824.52,1.0,26.84,6.77,6.15,146.58,0.228108,0.116009,0.134352,0.149089,6,22,81487.86,35996.8,5116.95,0.05942
C7752,22700.96,1.0,3510.78,776.55,2710.43,5322.46,0.267963,0.058341,0.210302,0.12574,4,12,88140.65,35455.49,3569.74,0.606211
C7753,2141.62,1.0,10.49,4.18,0.0,91.07,0.613846,0.367558,0.441176,0.070907,4,11,5535.85,2827.19,414.35,0.292959
C7754,1972.45,1.0,560.84,326.27,373.78,4.81,0.052917,0.035807,0.017471,0.062201,4,7,5383.1,2049.03,211.52,0.328789
C7755,10499.7,1.0,14222.39,7563.14,6455.12,25785.65,0.540255,0.315876,0.380656,0.409374,3,12,35165.41,20365.43,2818.85,0.129077
C7756,11016.04,1.0,58.09,22.42,95.43,59.9,0.398991,0.149876,0.168379,0.081827,3,14,32605.93,9901.49,942.48,0.25518
C7757,7192.17,1.0,131.21,29.68,94.91,5524.15,0.158451,0.032351,0.05776,0.222296,2,13,16235.43,7859.42,624.65,0.14072
C7758,584.88,1.0,517.39,178.61,246.92,11.52,0.196306,0.131386,0.112988,0.261029,1,11,1739.93,1010.64,69.3,0.238066
C7759,1044.86,1.0,52.16,14.68,0.0,12907.96,0.175304,0.046197,0.068914,0.137017,1,10,2988.02,1024.49,92.55,0.467761
C7760,4057.68,1.0,335.98,111.83,230.2,20.31,0.143654,0.092404,0.120434,0.182987,5,11,7390.14,4107.32,567.01,0.254128
C7761,3897.57,1.0,1850.49,599.18,1250.17,1443.4,0.444833,0.274918,0.215592,0.212573,3,13,13099.86,4489.58,407.42,0.139519
C7762,4804.98,1.0,223.38,145.75,7.18,53513.85,0.148316,0.11746,0.096649,0.224215,3,18,14508.19,4679.47,348.59,0.428648
C7763,2536.77,1.0,9.49,3.19,211.3,1416.64,0.471458,0.106256,0.384225,0.098986,3,14,4207.43,2069.47,244.48,0.471819
C7764,833.81,1.0,1357.68,437.8,793.27,82.8,0.254365,0.091248,0.227779,0.012673,3,11,1551.37,1744.18,137.33,0.218493
C7765,976.16,1.0,120.28,68.39,387.53,994.39,0.406473,0.14051,0.323661,0.526673,4,10,1783.29,633.25,41.75,0.228813
C7766,896.23,1.0,49350.4,27432.97,22044.35,0.57,0.289697,0.193505,0.232393,0.071743,2,17,1500.85,23809.67,2352.62,0.127753
C7767,2981.37,1.0,7776.56,3683.44,4270.14,406.44,0.602806,0.481512,0.439588,0.152028,0,25,6034.5,4433.5,268.08,0.433775
C7768,774.92,1.0,217.42,45.41,332.09,33.82,0.065763,0.018234,0.02882,0.077661,0,23,2274.06,916.19,69.54,0.11084
C7769,1458.41,1.0,1108.75,475.44,529.99,59.4,0.335353,0.193808,0.198179,0.469365,5,13,2631.69,1623.05,132.11,0.33019
C7770,2829.34,1.0,67.39,46.27,98.4,415.98,0.752632,0.202428,0.608297,0.371322,2,9,5797.73,3917.05,262.98,0.301265
C7771,37.11,1.0,2656.67,1237.47,939.77,232.8,0.367133,0.080026,0.230729,0.208091,3,15,141.09,1416.74,105.94,0.37287
C7772,251901.53,1.0,962.83,198.38,941.16,1175.47,0.249609,0.098637,0.075021,0.095444,3,15,771099.26,267564.95,21344.8,0.491557
C7773,2402.38,1.0,4521.66,1661.32,2898.63,58.71,0.551495,0.121576,0.46366,0.243972,2,16,7016.1,2974.12,263.4,0.17791
C7774,351.66,1.0,44.55,27.36,52.99,307.52,0.210335,0.082553,0.075759,0.274627,0,11,736.17,535.24,65.15,0.082982
C7775,828.69,1.0,261.46,156.41,0.0,6.02,0.105166,0.072525,0.048796,0.055018,6,11,2319.23,1014.74,62.83,0.447409
C7776,2684.27,1.0,18459.76,7828.27,10621.02,84.65,0.152225,0.081261,0.120246,0.039814,5,15,5449.43,10606.44,997.94,0.243585
C7777,33290.39,1.0,13742.82,8288.79,5519.75,3259.0,0.064806,0.045144,0.054326,0.016015,1,10,93663.56,40972.09,2964.88,0.436653
C7778,670.91,1.0,146.17,75.97,484.56,26.04,0.262359,0.108678,0.191321,0.114326,4,22,2293.89,624.62,54.23,0.050928
C7779,92.98,1.0,29.64,19.16,0.0,1553.91,0.099362,0.06149,0.086701,0.153643,3,6,283.53,101.53,8.85,0.37439
C7780,1648.43,1.0,312.51,150.37,292.38,11.53,0.144517,0.062229,0.049216,0.103824,1,9,3693.63,2051.33,251.81,0.145195
C7781,1492.19,1.0,142.12,96.95,61.52,24566.47,0.351369,0.175146,0.190155,0.052459,3,17,4852.04,2167.21,165.8,0.143296
C7782,733.68,1.0,1223.68,836.25,170.86,15257.11,0.213283,0.153299,0.10331,0.123812,2,13,1745.47,1185.52,73.17,0.322561
C7783,6872.78,1.0,1303.22,599.02,1078.45,90.38,0.139706,0.072367,0.057159,0.311061,2,16,14462.15,4257.36,388.46,0.135327
C7784,996.18,1.0,85.14,42.55,0.0,1392.14,0.177262,0.037691,0.064638,0.189092,2,24,2366.65,1097.32,132.35,0.361906
C7785,844.87,1.0,91.66,33.32,244.15,767.63,0.339176,0.242345,0.278113,0.366775,3,16,2317.03,555.99,48.67,0.224109
C7786,5224.0,1.0,91.13,29.88,257.89,10.98,0.159462,0.07678,0.129236,0.127255,1,13,17432.08,3488.12,391.81,0.339287
C7787,1716.09,1.0,176.47,62.7,0.0,377.22,0.381486,0.165324,0.139677,0.135089,5,15,6800.94,2197.38,174.43,0.840533
C7788,819.2,1.0,560.41,380.98,60.44,484.74,0.400459,0.201629,0.338071,0.148196,4,14,3245.55,1229.57,164.86,0.431477
C7789,235.85,1.0,210.44,121.26,0.0,24.72,0.382319,0.114407,0.223238,0.116366,5,8,774.04,303.48,45.11,0.188554
C7790,8389.63,1.0,21.53,15.06,15.9,186.62,0.263306,0.069171,0.230337,0.231695,7,24,13997.44,11900.6,905.1,0.236825
