customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID6347,Male,0,No,No,64,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,66.1,4154.68,No
ID6348,Male,0,Yes,No,67,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),26.73,1536.76,No
ID6349,Male,0,Yes,No,68,Yes,No,No,No,No,No,No,Yes,No,One year,Yes,Mailed check,94.18,6342.07,No
ID6350,Female,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),27.2,608.92,No
ID6351,Female,0,Yes,No,36,Yes,Yes,DSL,No,No,No internet service,No,No,Yes,Two year,No,Mailed check,36.59,1274.37,No
ID6352,Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,102.95,6261.17,Yes
ID6353,Female,0,No,No,31,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),104.05,3203.14,Yes
ID6354,Male,0,Yes,No,39,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,61.94,2360.73,No
ID6355,Male,0,No,No,6,Yes,No,No,No internet service,No,No internet service,No,Yes,No,One year,No,Electronic check,90.61,609.9,No
ID6356,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,40.37,2963.11,Yes
ID6357,Male,0,No,No,61,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,108.37,6598.37,No
ID6358,Female,0,Yes,No,48,Yes,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.98,4101.59,No
ID6359,Male,0,No,No,66,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Electronic check,104.45,6898.63,No
ID6360,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,Yes,Electronic check,57.64,244.15,No
ID6361,Female,1,No,Yes,72,Yes,No,No,No,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),22.27,1568.29,No
ID6362,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Mailed check,118.06,1256.99,No
ID6363,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.85,5643.39,Yes
ID6364,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,34.98,511.28,No
ID6365,Female,0,Yes,No,22,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,82.58,1868.55,Yes
ID6366,Female,0,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,113.28,5273.53,No
ID6367,Male,0,Yes,No,71,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.52,7709.93,Yes
ID6368,Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),112.72,2818.44,Yes
ID6369,Female,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),29.3,900.19,No
ID6370,Male,1,Yes,No,36,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),104.09,3644.95,Yes
ID6371,Male,0,Yes,Yes,44,No,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,107.83,4982.72,No
ID6372,Male,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),36.42,1010.47,Yes
ID6373,Male,0,Yes,No,54,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,89.36,4776.28,Yes
ID6374,Male,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,87.87,3767.33,Yes
ID6375,Female,0,Yes,Yes,70,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,87.46,6209.68,No
ID6376,Female,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,75.8,2998.17,No
ID6377,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),42.18,666.64,Yes
ID6378,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),29.06,1115.14,No
ID6379,Male,0,Yes,No,66,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),42.95,2694.66,No
ID6380,Male,0,No,No,48,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,110.14,5150.18,No
ID6381,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Mailed check,40.93,748.05,No
ID6382,Female,1,No,Yes,40,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),61.64,2443.42,Yes
ID6383,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),62.56,3027.09,No
ID6384,Female,1,No,No,68,Yes,No,DSL,No,Yes,No,No internet service,No,No,One year,Yes,Electronic check,111.15,7558.37,No
ID6385,Male,1,No,No,3,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,29.81,43.81,Yes
ID6386,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),66.34,125.69,Yes
ID6387,Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,99.6,6002.89,No
ID6388,Female,0,No,No,37,Yes,Yes,No,No,No,No,No,Yes,No,One year,No,Mailed check,24.46,655.09,No
ID6389,Male,0,No,No,57,Yes,No,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,93.19,5323.08,No
ID6390,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,27.7,2056.36,No
ID6391,Female,0,No,Yes,22,No,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,63.71,1501.82,No
ID6392,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),34.13,551.51,Yes
ID6393,Female,0,No,No,25,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,57.43,1365.9,No
ID6394,Male,0,Yes,Yes,8,No,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,22.0,221.99,Yes
ID6395,Male,1,Yes,No,60,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,102.89,6156.86,No
ID6396,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Two year,No,Bank transfer (automatic),31.7,755.84,No
ID6397,Male,1,No,No,8,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,37.09,286.97,Yes
ID6398,Male,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.3,2421.81,No
ID6399,Female,0,Yes,No,25,Yes,No,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,20.21,407.66,Yes
ID6400,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,110.82,6301.76,Yes
ID6401,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,59.81,1763.52,Yes
ID6402,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,One year,Yes,Mailed check,71.49,2767.38,Yes
ID6403,Male,0,No,No,53,Yes,No,DSL,No,Yes,No internet service,No,No,No,One year,No,Mailed check,105.63,5499.2,Yes
ID6404,Female,0,No,No,63,Yes,No,No,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,76.14,4750.3,No
ID6405,Male,0,No,Yes,26,No,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),26.26,663.56,Yes
ID6406,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),98.96,3968.86,No
ID6407,Male,0,Yes,No,0,Yes,No phone service,No,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),110.3,0.0,No
ID6408,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,99.48,6275.69,No
ID6409,Male,0,No,No,40,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.36,1650.14,Yes
ID6410,Male,1,Yes,Yes,48,Yes,No,No,No,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,66.6,3164.71,No
ID6411,Female,1,No,Yes,67,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Credit card (automatic),48.35,3225.39,No
ID6412,Male,1,Yes,Yes,57,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,78.35,4409.22,Yes
ID6413,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),102.39,4046.8,No
ID6414,Male,0,Yes,No,27,Yes,No,No,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,58.47,1548.05,No
ID6415,Female,0,No,No,55,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.78,4267.79,No
ID6416,Male,0,Yes,No,18,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.28,379.33,No
ID6417,Male,0,Yes,No,24,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),53.5,1344.37,Yes
ID6418,Female,0,Yes,No,42,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),80.66,3348.55,Yes
ID6419,Male,0,No,Yes,61,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,117.8,7206.29,No
ID6420,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),46.21,2819.2,Yes
ID6421,Male,0,Yes,No,69,Yes,No,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,35.81,2397.71,Yes
ID6422,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),108.27,2069.24,Yes
ID6423,Male,0,Yes,Yes,54,Yes,No,No,No,No internet service,No,No,No internet service,Yes,One year,Yes,Mailed check,74.8,4039.16,No
ID6424,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),118.32,1600.17,No
ID6425,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,43.79,814.6,No
ID6426,Female,1,No,Yes,10,Yes,No,No,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,37.92,487.89,Yes
ID6427,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,54.0,482.9,No
ID6428,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.33,4845.48,No
ID6429,Female,1,Yes,No,61,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,25.93,1637.08,Yes
ID6430,Male,0,No,No,71,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),57.33,4087.56,Yes
ID6431,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,24.85,1241.83,No
ID6432,Male,0,No,Yes,1,Yes,No,No,No internet service,No,Yes,Yes,No,Yes,Two year,No,Mailed check,84.36,266.04,No
ID6433,Male,0,Yes,No,46,No,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),52.83,2396.21,No
ID6434,Female,0,Yes,Yes,58,Yes,Yes,No,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,115.8,6710.13,No
ID6435,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.62,1789.85,Yes
ID6436,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,No,Electronic check,108.13,5553.12,No
ID6437,Male,0,No,Yes,28,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Two year,No,Mailed check,20.89,425.85,No
ID6438,Female,1,Yes,No,40,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.07,3471.56,Yes
ID6439,Female,0,Yes,No,48,Yes,No,No,No internet service,No,No,No,Yes,No internet service,One year,Yes,Mailed check,113.52,5317.22,Yes
ID6440,Female,0,Yes,No,32,Yes,No,No,No internet service,No,No internet service,Yes,No,No,Two year,No,Electronic check,89.34,2901.72,No
ID6441,Female,1,No,No,13,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,21.33,218.9,No
ID6442,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,84.3,2858.65,Yes
ID6443,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.24,690.69,No
ID6444,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,91.57,1777.27,No
ID6445,Female,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,63.68,3734.55,No
ID6446,Male,0,Yes,Yes,5,Yes,Yes,No,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,80.4,445.47,Yes
ID6447,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,20.63,506.84,No
ID6448,Male,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,46.42,408.61,Yes
ID6449,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.59,1777.23,No
ID6450,Female,0,No,No,54,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,63.24,3608.32,No
ID6451,Male,1,No,Yes,24,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),106.75,2827.95,Yes
ID6452,Female,0,Yes,No,44,Yes,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),55.35,2331.38,Yes
ID6453,Female,1,No,Yes,64,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,88.96,5718.46,No
ID6454,Female,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,54.11,331.97,No
ID6455,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.45,446.31,Yes
ID6456,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,64.77,3079.99,No
ID6457,Male,0,No,Yes,63,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),42.74,2661.88,No
ID6458,Female,0,Yes,No,12,Yes,No,No,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),23.55,150.05,No
ID6459,Female,0,Yes,No,8,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,39.78,242.24,Yes
ID6460,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,26.55,618.99,No
ID6461,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,23.02,335.94,No
ID6462,Female,1,No,Yes,11,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),92.48,1004.04,Yes
ID6463,Male,0,No,No,63,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.11,5687.85,Yes
ID6464,Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,33.68,378.57,Yes
ID6465,Male,0,No,No,36,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.34,690.08,Yes
ID6466,Male,0,No,No,35,Yes,No,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),20.64,705.41,No
ID6467,Male,0,Yes,No,39,Yes,No phone service,No,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,91.76,3678.02,No
ID6468,Female,0,No,No,62,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),60.8,3932.63,Yes
ID6469,Male,0,No,Yes,67,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,61.43,3876.6,No
ID6470,Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,24.66,1043.99,Yes
ID6471,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),98.78,2793.94,Yes
ID6472,Male,1,No,Yes,59,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),47.57,2672.07,No
ID6473,Female,0,No,No,62,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,60.45,3529.91,No
ID6474,Female,0,No,No,72,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,62.67,4483.52,No
ID6475,Female,0,No,No,32,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.89,3537.47,Yes
ID6476,Female,0,Yes,No,10,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,101.99,1039.96,No
ID6477,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,51.27,1303.3,No
ID6478,Male,0,No,Yes,56,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,25.64,1603.76,No
ID6479,Male,0,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),74.25,2423.07,No
ID6480,Male,0,No,No,65,Yes,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),45.81,3122.45,Yes
ID6481,Male,1,Yes,No,62,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,49.29,2897.63,No
ID6482,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,106.94,4651.19,No
ID6483,Male,1,Yes,No,14,Yes,No phone service,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,92.25,1196.47,Yes
ID6484,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,57.42,3522.09,No
ID6485,Male,1,No,No,47,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.3,4013.98,Yes
ID6486,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),37.49,233.19,Yes
ID6487,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),85.33,5693.97,No
ID6488,Male,0,No,No,30,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,24.54,860.72,No
ID6489,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,84.24,5089.39,No
ID6490,Male,0,Yes,No,39,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,107.36,4416.38,No
ID6491,Male,0,No,No,61,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),76.59,4748.64,No
ID6492,Female,0,Yes,No,67,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,52.46,3672.07,No
ID6493,Female,0,No,No,68,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.36,5015.56,No
ID6494,Male,0,No,No,51,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,51.54,2548.72,No
ID6495,Male,0,Yes,No,67,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,47.55,3332.27,No
ID6496,Female,0,No,No,70,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,18.74,1327.58,No
ID6497,Male,1,Yes,No,24,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,43.55,990.68,No
ID6498,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,108.09,6386.78,Yes
ID6499,Male,0,No,Yes,39,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.25,1382.03,Yes
ID6500,Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),81.9,3307.16,Yes
ID6501,Male,0,No,No,35,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,79.92,2925.45,No
ID6502,Male,0,No,Yes,58,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,40.93,2378.47,No
ID6503,Female,0,Yes,No,41,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Two year,No,Mailed check,95.81,3718.76,Yes
ID6504,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Electronic check,62.4,542.23,No
ID6505,Male,0,Yes,No,27,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),98.37,2626.37,No
ID6506,Female,0,Yes,Yes,14,No,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.49,259.03,No
ID6507,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),33.22,265.13,No
ID6508,Male,0,No,No,60,No,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),55.99,3313.13,No
ID6509,Male,0,No,No,1,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),65.99,57.49,Yes
ID6510,Female,1,No,No,29,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),73.16,2049.18,Yes
ID6511,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.52,7017.7,No
ID6512,Female,1,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),109.0,1545.81,Yes
ID6513,Male,1,No,Yes,5,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,50.13,195.78,Yes
ID6514,Male,0,Yes,No,26,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),107.39,2617.19,Yes
ID6515,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),45.02,2870.11,No
ID6516,Male,0,Yes,No,36,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),25.44,855.29,Yes
ID6517,Female,1,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,76.52,203.85,No
ID6518,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,85.2,88.43,Yes
ID6519,Male,1,No,No,31,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,47.94,1349.11,Yes
ID6520,Male,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,35.29,1612.25,No
ID6521,Female,0,No,Yes,5,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,27.99,91.07,Yes
ID6522,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),62.56,1525.12,No
ID6523,Male,0,No,Yes,64,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),59.35,3853.73,No
ID6524,Male,0,No,No,17,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),46.89,915.93,Yes
ID6525,Male,0,Yes,Yes,66,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Mailed check,40.45,2844.99,No
